,message,target,source,short
533,So I basically threw my money out the window for nothing.,0,amz,basically throw money window
534,Great case and price!,1,amz,great case price
535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,amz,take drop inch kitchen counter crack impressed laugh
536,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,amz,bluetooth range good day ago leave phone trunk get carry conversation hitch
537,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,amz,small sleek impressive look practical setup ample storage place
538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,amz,eargel channel sound directly ear increase sound volume clarity
539,none of the new ones have ever quite worked properly.,0,amz,new one work properly
540,I am glad I purchased it.,1,amz,glad purchase
541,I've missed numerous calls because of this reason.,0,amz,miss numerous call reason
542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0,amz,phone defective people hear use
543,Don't buy this product.,0,amz,buy product
544,"sucked, most of the stuff does not work with my phone.",0,amz,suck stuff work phone
545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,amz,shifting bubbling peeling scratch nothing!i happy new Droid
546,Worst software ever used.... If I could give this zero stars I would.,0,amz,bad software zero star
547,Trying to make a call on these is an exercise in frustration.,0,amz,try exercise frustration
548,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,amz,case flimsy piece plastic protection whatsoever
549,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,amz,jabra earset happy sound quality especially outgoing well
550,"I love the camera, it's really pretty good quality.",1,amz,love camera pretty good quality
551,Thank you for such great service.,1,amz,thank great service
552,Its a total package.,1,amz,total package
553,"The seller is very understanding and patient, I would definitely buy from them again.",1,amz,seller understanding patient definitely buy
554,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,amz,wirefly star contact cingular at&t inform practice
555,It's AGGRAVATING!,0,amz,aggravating
556,Great product for the price!.,1,amz,great product price
557,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,amz,purchase family friend enjoy clarity ease use
558,Virgin Wireless rocks and so does this cheap little phone!,1,amz,virgin wireless rock cheap little phone
559,"None of it works, just don't buy it.",0,amz,work buy
560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,amz,muddy low quality sound casing wire insert poorly super glued slide
561,Please dont waste your money.,0,amz,not waste money
562,"All in all, I'm quite satisfied with this purchase.",1,amz,satisfied purchase
563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,amz,look good quality Motorola headset look
564,Yet Plantronincs continues to use the same flawed charger design.,0,amz,plantronincs continue use flawed charger design
565,Disapointing Results.,0,amz,disapointing results
566,Cumbersome design.,0,amz,cumbersome design
567,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,amz,great new package nice work good problem come time expect
568,Great Product.,1,amz,great product
569,It's A PIECE OF CRAP!,0,amz,piece crap
570,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,amz,experience terrible fourth bluetooth headset comfortable jabra hate
571,This fixes all the problems.,1,amz,fix problem
572,Worst ever.,0,amz,worst
573,I am very happy,1,amz,happy
574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,amz,trouble access internet download ringtone perform function
575,I can barely ever hear on it and am constantly saying what?,0,amz,barely hear constantly say
576,The battery life is highly unacceptable.,0,amz,battery life highly unacceptable
577,That company is a joke.,0,amz,company joke
578,It does everything the description said it would.,1,amz,description say
579,Due to this happening on every call I was forced to stop using this headset.,0,amz,happening force stop headset
580,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,amz,work great car charger especially plug adapter time
581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,amz,Verizon tech support walk procedure work end have hard set wipe datum
582,"Voice Quality, Signal Strength, Dropped Calls.",0,amz,voice quality signal strength dropped calls
583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,amz,play louder speaker size price low think quality lack
584,Better than expected.,1,amz,well expect
585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,amz,feel poorly construct menu difficult navigate button recess difficult push
586,Battery is holding up well.,1,amz,battery hold
587,Also difficult to put on.I'd recommend avoiding this product.,0,amz,difficult i'd recommend avoid product
588,"I only used it two days, and it wasn't always easy to hear with.",0,amz,day easy hear
589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,amz,get car charger week charger break go plug start smoke
590,Sprint - terrible customer service.,0,amz,sprint terrible customer service
591,Linked to my phone without effort.,1,amz,link phone effort
592,THey are so cool!,1,amz,cool
593,Easy to use.,1,amz,easy use
594,Better Than New.,1,amz,well new
595,"What possesed me to get this junk, I have no idea...",0,amz,possese junk idea
596,Piece of trash.,0,amz,piece trash
597,A pretty good product.,1,amz,pretty good product
598,This is a great phone!.,1,amz,great phone
599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,amz,price Amazon excellent product highly recommend
600,Their Research and Development division obviously knows what they're doing.,1,amz,research development division obviously know
601,"The real killer is the volume, and of course it breaking.",0,amz,real killer volume course break
602,Those phones are working just fine now.,1,amz,phone work fine
603,I am more than happy with this product.,1,amz,happy product
604,Poor Construction.,0,amz,poor construction
605,This is infuriating.,0,amz,infuriate
606,"Overall, I would recommend this phone over the new Walkman.",1,amz,overall recommend phone new Walkman
607,Sprint charges for this service.,0,amz,sprint charge service
608,"It is cheap, and it feel and look just as cheap.",0,amz,cheap feel look cheap
609,It fits my ear well and is comfortable on.,1,amz,fit ear comfortable
610,It doesn't work in Europe or Asia.,0,amz,work Europe Asia
611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,amz,clip belt deffinitely feel like cent come
612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,amz,like design look Jabra behe ear headset pretty comfortible wear hour day pain ear
613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,amz,amazed quick arrival original lg cell phone battery fraction price
614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,amz,bad phone samsung crap crappy Samsung e715 bad seeen
